publicationTitle,Authors,yearOfPublication,publicationVenue,publicationID
Congressional samples for approximate answering of group-by queries,"['Swarup Acharya', 'Phillip B. Gibbons', 'Viswanath Poosala']",2000,SIGMOD,5390880220f70186a0d75f20
&lgr;-DB: an ODMG-based object-oriented DBMS,"['Leonidas Fegaras', 'Chandrasekhar Srinivasan', 'Arvind Rajendran', 'David Maier']",2000,SIGMOD,5390880220f70186a0d75f4c
An approximate search engine for structural databases,"['Jason T. L. Wang', 'Xiong Wang', 'Dennis Shasha', 'Bruce A. Shapiro', 'Kaizhong Zhang', 'Qicheng Ma', 'Zasha Weinberg']",2000,SIGMOD,5390880220f70186a0d75f4d
Indexing images in Oracle8i,"['Melliyal Annamalai', 'Rajiv Chopra', 'Samuel DeFazio', 'Susan Mavris']",2000,SIGMOD,5390880220f70186a0d75f2d
Online index rebuild,"['Nagavamsi Ponnekanti', 'Hanuma Kodavalla']",2000,SIGMOD,5390880220f70186a0d75f2c
NiagaraCQ: a scalable continuous query system for Internet databases,"['Jianjun Chen', 'David J. DeWitt', 'Feng Tian', 'Yuan Wang']",2000,SIGMOD,5390880220f70186a0d75f10
DLFM: a transactional resource manager,"['Hui-I Hsiao', 'Inderpal Narang']",2000,SIGMOD,5390880220f70186a0d75f2b
Efficient algorithms for mining outliers from large data sets,"['Sridhar Ramaswamy', 'Rajeev Rastogi', 'Kyuseok Shim']",2000,SIGMOD,5390880220f70186a0d75f14
Privacy-preserving data mining,"['Rakesh Agrawal', 'Ramakrishnan Srikant']",2000,SIGMOD,5390880220f70186a0d75f15
Approximating multi-dimensional aggregate range queries over real attributes,"['Dimitrios Gunopulos', 'George Kollios', 'Vassilis J. Tsotras', 'Carlotta Domeniconi']",2000,SIGMOD,5390880220f70186a0d75f1e
HOMER: a model-based CASE tool for data-intensive Web sites,"['Paolo Merialdo', 'Paolo Atzeni', 'Marco Magnante', 'Giansalvatore Mecca', 'Marco Pecorone']",2000,SIGMOD,5390880220f70186a0d75f4f
Making B+- trees cache conscious in main memory,"['Jun Rao', 'Kenneth A. Ross']",2000,SIGMOD,5390880220f70186a0d75f1f
LDAP directory services- just another database application? (tutorial session),"['Shridhar Shukla', 'Anand Deshpande']",2000,SIGMOD,5390880220f70186a0d75f40
WebView materialization,"['Alexandros Labrinidis', 'Nick Roussopoulos']",2000,SIGMOD,5390880220f70186a0d75f0e
"Data management in eCommerce (tutorial session): the good, the bad, and the ugly",['Avigdor Gal'],2000,SIGMOD,5390880220f70186a0d75f3d
Research issues in moving objects databases (tutorial session),['Ouri Wolfson'],2000,SIGMOD,5390880220f70186a0d75f42
Of XML and databases (panel session): where's the beef?,"['Jennifer Widom', 'Adam Bosworth', 'Bruce Lindsay', 'Michael Stonebraker', 'Dan Suciu', 'Michael J. Carey']",2000,SIGMOD,5390880220f70186a0d75f3a
Information dependencies,"['Mehmet M. Dalkilic', 'Edward L. Roberston']",2000,SIGMOD,5390880220f70186a0d76124
FACT: a learning based Web query processing system,"['Songting Chen', 'Yanlei Diao', 'Hongjun Lu', 'Zengping Tian']",2000,SIGMOD,5390880220f70186a0d762e6
javax.XXL: a prototype for a library of query processing algorithms,"['Jochen van den Bercken', 'Jens-Peter Dittrich', 'Bernhard Seeger']",2000,SIGMOD,5390880220f70186a0d762e8
"i3: intelligent, interactive investigation of OLAP data cubes","['Sunita Sarawagi', 'Gayatri Sathe']",2000,SIGMOD,5390880220f70186a0d762ea
Concept based design of data warehouses: the DWQ demonstrators,"['M. Jarke', 'C. Quix', 'D. Calvanese', 'M. Lenzerini', 'E. Franconi', 'S. Ligoudistianos', 'P. Vassiliadis', 'Y. Vassiliou']",2000,SIGMOD,5390880220f70186a0d762f0
MOCHA: a database middleware system featuring automatic deployment of application-specific functionality,"['Manuel Rodríguez-Martínez', 'Nick Roussopoulos', 'John M. McGann', 'Stephen Kelley', 'Vadim Katz', 'Zhexuan Song', 'Joseph JáJá']",2000,SIGMOD,5390880220f70186a0d762f5
AJAX: an extensible data cleaning tool,"['Helena Galhardas', 'Daniela Florescu', 'Dennis Shasha', 'Eric Simon']",2000,SIGMOD,5390880220f70186a0d762ee
Integrating replacement policies in StorM: an extensible approach,"['Chong Leng Goh', 'Beng Chin Ooi', 'Stephane Bressan', 'Kian-Lee Tan']",2000,SIGMOD,5390880220f70186a0d76301
DISIMA: a distributed and interoperable image database system,"['Vincent Oria', 'M. Tamer Özsu', 'Paul J. Iglinski', 'Shu Lin', 'Bin Yao']",2000,SIGMOD,5390880220f70186a0d76303
The MLPQ/GIS constraint database system,"['Peter Revesz', 'Rui Chen', 'Pradip Kanjamala', 'Yiming Li', 'Yuguo Liu', 'Yonghui Wang']",2000,SIGMOD,5390880220f70186a0d76304
SPIRE: a progressive content-based spatial image retrieval engine,"['Chung-Sheng Li', 'Lawrence D. Bergman', 'Yuan-Chi Chang', 'Vittorio Castelli', 'John R. Smith']",2000,SIGMOD,5390880220f70186a0d762fd
TIP: a temporal extension to Informix,"['Jun Yang', 'Huacheng C. Ying', 'Jennifer Widom']",2000,SIGMOD,5390880220f70186a0d762f8
AQR-toolkit: an adaptive query routing middleware for distributed data intensive systems,"['Ling Liu', 'Calton Pu', 'David Buttler', 'Wei Han', 'Henrique Paques', 'Wei Tang']",2000,SIGMOD,5390880220f70186a0d762f9
A goal-driven auto-configuration tool for the distributed workflow management system mentorlite,"['Michael Gillmann', 'Jeanine Weissenfels', 'German Shegalov', 'Wolfgang Wonner', 'Gerhard Weikum']",2000,SIGMOD,5390880220f70186a0d762f7
Image mining in IRIS: integrated retinal information system,"['Wynne Hsu', 'Mong Li Lee', 'Kheng Guan Goh']",2000,SIGMOD,5390880220f70186a0d762f3
Towards data mining benchmarking: a test bed for performance study of frequent pattern mining,"['Jian Pei', 'Runying Mao', 'Kan Hu', 'Hua Zhu']",2000,SIGMOD,5390880220f70186a0d762f2
ACM SIGMOD Record,['Michael Franklin'],2000,SIGMOD,558d70f50cf222bc17bbf5e6
Evolution and change in data management — issues and directions,"['John F. Roddick', 'Lina Al-Jadir', 'Leopoldo Bertossi', 'Marlon Dumas', 'Florida Estrella', 'Heidi Gregersen', 'Kathleen Hornsby', 'Jens Lufter', 'Federica Mandreoli', 'Tomi Männistö', 'Enric Mayol', 'Lex Wedemeijer']",2000,SIGMOD,5390880220f70186a0d77f50
Generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl,"['Alexandros Labrinidis', 'Nick Roussopoulos']",2000,SIGMOD,5390880220f70186a0d77f54
Hierarchies and relative operators in the OLAP environment,"['Elaheh Pourabbas', 'Maurizio Rafanelli']",2000,SIGMOD,5390880220f70186a0d77f59
An optimisation scheme for coalesce/valid time selection operator sequences,['Costas Vassilakis'],2000,SIGMOD,5390880220f70186a0d77f5d
Incremental maintenance of recursive views using relational calculus/SQL,"['Guozhu Dong', 'Jianwen Su']",2000,SIGMOD,5390880220f70186a0d77f61
An extensible compressor for XML data,"['Hartmut Liefke', 'Dan Suciu']",2000,SIGMOD,5390880220f70186a0d77f67
ACM SIGMOD Record,['Michael Franklin'],1999,SIGMOD,558f35b30cf2e66758051a82
SQL standardization: the next steps,"['Andrew Eisenberg', 'Jim Melton']",2000,SIGMOD,5390880220f70186a0d77f69
Report on NGITS'99: The fourth international workshop on next generation information technologies and systems,['Opher Etzion'],1999,SIGMOD,5390880220f70186a0d77f6a
Design and management of data warehouses report on the DMDW'99 workshop,"['Stella Gatziu', 'Manfred Jeusfeld', 'Martin Staudt', 'Yannis Vassiliou']",1999,SIGMOD,5390880220f70186a0d77f6f
Beyond document similarity: understanding value-based search and browsing technologies,"['Andreas Paepcke', 'Hector Garcia-Molina', 'Gerard Rodriguez-Mula', 'Junghoo Cho']",2000,SIGMOD,5390880220f70186a0d77f72
Comparative analysis of five XML query languages,"['Angela Bonifati', 'Stefano Ceri']",2000,SIGMOD,5390880220f70186a0d77f6c
Timer-driven database triggers and alerters: semantics and a challenge,"['Eric N. Hanson', 'Lloyd X. Noronha']",1999,SIGMOD,5390880220f70186a0d77f7c
Diluting ACID,"['Tim Kempster', 'Colin Stirling', 'Peter Thanisch']",1999,SIGMOD,5390880220f70186a0d77f80
"Some remarks on variable independence, closure, and orthographic dimension in constraint databases",['Leonid Libkin'],1999,SIGMOD,5390880220f70186a0d77f87
On views and XML,['Serge Abiteboul'],1999,SIGMOD,5390880220f70186a0d77f8a
FinTime: a financial time series benchmark,"['Kaippallimalil J. Jacob', 'Dennis Shasha']",1999,SIGMOD,5390880220f70186a0d77f8e
Practical lessons in supporting large-scale computational science,"['Ron Musick', 'Terence Critchlow']",1999,SIGMOD,5390880220f70186a0d77f91
SQLJ Part 1: SQL routines using the Java programming language,"['Andrew Eisenberg', 'Jim Melton']",1999,SIGMOD,5390880220f70186a0d77f95
A survey of logical models for OLAP databases,"['Panos Vassiliadis', 'Timos Sellis']",1999,SIGMOD,5390880220f70186a0d77f9a
Path constraints in semistructured databases,"['Peter Buneman', 'Wenfei Fan', 'Scott Weinstein']",2000,SIGMOD,5390880d20f70186a0d7b098
Querying spatial databases via topological invariants,"['Luc Segoufin', 'Victor Vianu']",2000,SIGMOD,5390880d20f70186a0d7b09e
Relational transducers for electronic commerce,"['Serge Abiteboul', 'Victor Vianu', 'Brad Fordham', 'Yelena Yesha']",2000,SIGMOD,5390880d20f70186a0d7b09b
Efficient searching with linear constraints,"['Pankaj K. Agarwal', 'Lars Arge', 'Jeff Erickson', 'Paulo G. Franciosa', 'Jeffrey Scott Vitter']",2000,SIGMOD,5390880d20f70186a0d7b099
Latent semantic indexing: a probabilistic analysis,"['Christos H. Papadimitriou', 'Prabhakar Raghavan', 'Hisao Tamaki', 'Santosh Vempala']",2000,SIGMOD,5390880d20f70186a0d7b09a
Conjunctive-query containment and constraint satisfaction,"['Phokion G. Kolaitis', 'Moshe Y. Vardi']",2000,SIGMOD,5390880d20f70186a0d7b09f
Report on ISDO '00: the CAiSE*00 workshop on “infrastructures for dynamic business-to-business service outsourcing”,"['Heiko Ludwig', 'Paul Grefen']",2000,SIGMOD,5390880d20f70186a0d7b5c0
Provision of market services for eCo compliant electronic marketplaces,"['Sena Arpinar', 'Asuman Dogac']",2000,SIGMOD,5390880d20f70186a0d7b5c4
Workshop on performance and architecture of web servers,"['Krishna Kant', 'Prasant Mohapatra']",2000,SIGMOD,5390880d20f70186a0d7b5bd
Generating spatiotemporal datasets on the WWW,"['Yannis Theodoridis', 'Mario A. Nascimento']",2000,SIGMOD,5390880d20f70186a0d7b5ca
Spatial operators,"['Eliseo Clementini', 'Paolino Di Felice']",2000,SIGMOD,5390880d20f70186a0d7b5c7
Metadata standards for data warehousing: open information model vs. common warehouse metadata,"['Thomas Vetterli', 'Anca Vaduva', 'Martin Staudt']",2000,SIGMOD,5390880d20f70186a0d7b5ea
Knowledge discovery in data warehouses,['Themistoklis Palpanas'],2000,SIGMOD,5390880d20f70186a0d7b5ee
The implementation and performance of compressed databases,"['Till Westmann', 'Donald Kossmann', 'Sven Helmer', 'Guido Moerkotte']",2000,SIGMOD,5390880d20f70186a0d7b5e9
Comparative analysis of six XML schema languages,"['Dongwon Lee', 'Wesley W. Chu']",2000,SIGMOD,5390880d20f70186a0d7b5ec
Constraint databases: a tutorial introduction,['Jan Van den Bussche'],2000,SIGMOD,5390880d20f70186a0d7b5e8
Report on second international workshop on advanced issues of E-commerce and Web-based information systems,"['Kun-Lung Wu', 'Philip S. Yu']",2000,SIGMOD,5390880d20f70186a0d7b5c2
ACM SIGMOD Record,['Michael Franklin'],2000,SIGMOD,558f43910cf254cfc0b1d415
Report on the VLDB workshop on technologies for e-services (TES),"['Fabio Casati', 'Umesh Dayal', 'Ming-Chien Shan']",2000,SIGMOD,5390880d20f70186a0d7cd5f
Research and practice in federated information systems,"['W. Hasselbring', 'W.-J. van den Heuvel', 'G. J. Houben', 'R.-D. Kutsche', 'B. Rieger', 'M. Roantree', 'K. Subieta']",2000,SIGMOD,5390880d20f70186a0d7cd60
Using quantitative information for efficient association rule generation,"['B. Pôssas', 'M. Carvalho', 'R. Resende', 'W. Meita', 'Jr.']",2000,SIGMOD,5390880d20f70186a0d7cd61
Moving up the food chain: supporting e-commerce applications on databases,['Anant Jhingran'],2000,SIGMOD,5390880d20f70186a0d7cd68
New TPC benchmarks for decision support and web commerce,"['Meikel Poess', 'Chris Floyd']",2000,SIGMOD,5390880d20f70186a0d7cd6c
A vision for management of complex models,"['Phillip A. Bernstein', 'Alon Y. Halevy', 'Rachel A. Pottinger']",2000,SIGMOD,5390880d20f70186a0d7cd6a
Theory of answering queries using views,['Alon Y. Halevy'],2000,SIGMOD,5390880d20f70186a0d7cd65
Cache invalidation scheme for mobile computing systems with real-time data,"['Joe Chun-Hung Yuen', 'Edward Chan', 'Kam-Yiu Lam', 'H. W. Leung']",2000,SIGMOD,5390880d20f70186a0d7cd63
Object database evolution using separation of concerns,"['Awais Rashid', 'Peter Sawyer']",2000,SIGMOD,5390880d20f70186a0d7cd62
ACM SIGMOD Record,['Michael Franklin'],2000,SIGMOD,558e13e70cf2af9ee80ea3ae
ACM SIGMOD Record,['Michael Franklin'],2001,SIGMOD,5590d3bf0cf2ce4b6f3a03d0
EIHA?!?: deploying Web and WAP services using XML technology,"['Chiara Biancheri', 'Jean-Christophe Pazzaglia', 'Gavino Paddeu']",2001,SIGMOD,5390881220f70186a0d7dbb6
Re-designing distance functions and distance-based applications for high dimensional data,['Charu C. Aggarwal'],2001,SIGMOD,5390881220f70186a0d7dbbb
Infosphere project: system support for information flow applications,"['Calton Pu', 'Karsten Schwan', 'Jonathan Walpole']",2001,SIGMOD,5390881220f70186a0d7dbe4
Quality of service in multimedia digital libraries,"['Elisa Bertino', 'Ahmed K. Elmagarmid', 'Mohand-Saïd Hacid']",2001,SIGMOD,5390881220f70186a0d7dbe7
Towards knowledge-based digital libraries,"['Ling Feng', 'Marfred A. Jeusfeld', 'Jeroen Hoppenbrouwers']",2001,SIGMOD,5390881220f70186a0d7dbee
Report on XEWA-00: the XML enabled wide-area searches for bioinformatics workshop,['Terence Critchlow'],2001,SIGMOD,5390881220f70186a0d7dbf6
Report on the fourth international conference on flexible query answering systems (FQAS 2000),"['Patrick Bosc', 'Amihai Motro', 'Gabriella Pasi']",2001,SIGMOD,5390881220f70186a0d7dbfe
SQL and management of external data,"['Jim Melton', 'Jan-Eike Michels', 'Vanja Josifovski', 'Krishna Kulkarni', 'Peter Schwarz', 'Kathy Zeidenstein']",2001,SIGMOD,5390881220f70186a0d7dbff
Constraints for semistructured data and XML,"['Peter Buneman', 'Wenfei Fan', 'Jérôme Siméon', 'Scott Weinstein']",2001,SIGMOD,5390881220f70186a0d7dbf4
The Clio project: managing heterogeneity,"['Renée J. Miller', 'Mauricio A. Hernández', 'Laura M. Haas', 'Lingling Yan', 'C. T. Howard Ho', 'Ronald Fagin', 'Lucian Popa']",2001,SIGMOD,5390881220f70186a0d7dc03
XML and information retrieval: a SIGIR 2000 workshop,"['David Carmel', 'Yoelle Maarek', 'Aya Soffer']",2001,SIGMOD,5390881220f70186a0d7dbfb
Querying multi-dimensional data indexed using the Hilbert space-filling curve,"['J. K. Lawder', 'P. J. H. King']",2001,SIGMOD,5390881220f70186a0d7dbe2
Proceedings of the twentieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,['Peter Buneman'],2001,SIGMOD,5390881220f70186a0d7e28c
Multiobjective query optimization,"['Christos H. Papadimitriou', 'Mihalis Yannakakis']",2001,SIGMOD,5390881220f70186a0d7e294
The parameterized complexity of database queries,['Martin Grohe'],2001,SIGMOD,5390881220f70186a0d7e298
Relaxed multi-way trees with group updates,['Kim S. Larsen'],2001,SIGMOD,5390881220f70186a0d7e29a
Optimization of sequence queries in database systems,"['Reza Sadri', 'Carlo Zaniolo', 'Amir Zarkesh', 'Jafar Adibi']",2001,SIGMOD,5390881220f70186a0d7e297
XML with data values: typechecking revisited,"['Noga Alon', 'Tova Milo', 'Frank Neven', 'Dan Suciu', 'Victor Vianu']",2001,SIGMOD,5390881220f70186a0d7e29e
Dynamically distributed query evaluation,"['Trevor Jim', 'Dan Suciu']",2001,SIGMOD,5390881220f70186a0d7e291
Querying partially sound and complete data sources,"['Alberto O. Mendelzon', 'George A. Mihaila']",2001,SIGMOD,5390881220f70186a0d7e2a3
On computing functions with uncertainty,"['Sanjeev Khanna', 'Wang-Chiew Tan']",2001,SIGMOD,5390881220f70186a0d7e2a4
Representing and querying XML with incomplete information,"['Serge Abiteboul', 'Luc Segoufin', 'Victor Vianu']",2001,SIGMOD,5390881220f70186a0d7e29f
Extended path expressions of XML,['Makoto Murata'],2001,SIGMOD,5390881220f70186a0d7e29d
String operations in query languages,"['Michael Benedikt', 'Leonid Libkin', 'Thomas Schwentick', 'Luc Segoufin']",2001,SIGMOD,5390881220f70186a0d7e2a5
A Web Odyssey: from Codd to XML,['Victor Vianu'],2001,SIGMOD,5390881220f70186a0d7e28e
Equivalences among aggregate queries with negation,"['Sara Cohen', 'Werner Nutt', 'Yehoshua Sagiv']",2001,SIGMOD,5390881220f70186a0d7e2aa
Efficient computation of temporal aggregates with range predicates,"['Donhui Zhang', 'Alexander Markowetz', 'Vassilis Tsotras', 'Dimitrios Gunopulos', 'Bernhard Seeger']",2001,SIGMOD,5390881220f70186a0d7e2af
Optimal and approximate computation of summary statistics for range aggregates,"['Anna C. Gilbert', 'Yannis Kotidis', 'S. Muthukrishnan', 'Marin J. Strauss']",2001,SIGMOD,5390881220f70186a0d7e2ad
Two-dimensional substring indexing,"['Paolo Ferragina', 'Nick Koudas', 'Divesh Srivastava', 'S. Muthukrishnan']",2001,SIGMOD,5390881220f70186a0d7e2b8
Process locking: a protocol based on ordered shared locks for the execution of transactional processes,['Heiko Schuldt'],2001,SIGMOD,5390881220f70186a0d7e2ba
A condensed representation to find frequent patterns,"['Artur Bykowski', 'Christophe Rigotti']",2001,SIGMOD,5390881220f70186a0d7e2b2
Flexible queries over semistructured data,"['Yaron Kanza', 'Yehoshua Sagiv']",2001,SIGMOD,5390881220f70186a0d7e292
Pipelining in multi-query optimization,"['Nilesh N. Dalvi', 'Sumit K. Sanghai', 'Prasan Roy', 'S. Sudarshan']",2001,SIGMOD,5390881220f70186a0d7e295
Querying websites using compact skeletons,"['Anand Rajaraman', 'Jeffrey D. Ullmann']",2001,SIGMOD,5390881220f70186a0d7e290
Proceedings of the 2001 ACM SIGMOD international conference on Management of data,"['Timos Sellis', 'Sharad Mehrotra']",2001,SIGMOD,5390881220f70186a0d7e2e1
On the design and quantification of privacy preserving data mining algorithms,"['Dakshi Agrawal', 'Charu C. Aggarwal']",2001,SIGMOD,5390881220f70186a0d7e2b1
Iceberg-cube computation with PC clusters,"['Raymond T. Ng', 'Alan Wagner', 'Yu Yin']",2001,SIGMOD,5390881220f70186a0d7e2e4
Data bubbles: quality preserving performance boosting for hierarchical clustering,"['Markus M. Breunig', 'Hans-Peter Kriegel', 'Peer Kröger', 'Jörg Sander']",2001,SIGMOD,5390881220f70186a0d7e2ea
Bit-sliced index arithmetic,"['Denis Rinfret', ""Patrick O'Neil"", ""Elizabeth O'Neil""]",2001,SIGMOD,5390881220f70186a0d7e2e7
Efficient computation of Iceberg cubes with complex measures,"['Jiawei Han', 'Jian Pei', 'Guozhu Dong', 'Ke Wang']",2001,SIGMOD,5390881220f70186a0d7e2e2
"Probe, count, and classify: categorizing hidden web databases","['Panagiotis G. Ipeirotis', 'Luis Gravano', 'Mehran Sahami']",2001,SIGMOD,5390881220f70186a0d7e2e9
Adaptable query optimization and evaluation in temporal middleware,"['Giedrius Slivinskas', 'Christian S. Jensen', 'Richard Thomas Snodgrass']",2001,SIGMOD,5390881220f70186a0d7e2f0
Optimal aggregation algorithms for middleware,"['Ronald Fagin', 'Amnon Lotem', 'Moni Naor']",2001,SIGMOD,5390881220f70186a0d7e29b
Space-efficient online computation of quantile summaries,"['Michael Greenwald', 'Sanjeev Khanna']",2001,SIGMOD,5390881220f70186a0d7e2e8
Efficient and effective metasearch for text databases incorporating linkages among documents,"['Clement Yu', 'Weiyi Meng', 'Wensheng Wu', 'King-Lup Liu']",2001,SIGMOD,5390881220f70186a0d7e2f6
Outlier detection for high dimensional data,"['Charu C. Aggarwal', 'Philip S. Yu']",2001,SIGMOD,5390881220f70186a0d7e2e6
Global optimization of histograms,"['H. V. Jagadish', 'Hui Jin', 'Beng Chin Ooi', 'Kian-Lee Tan']",2001,SIGMOD,5390881220f70186a0d7e2f9
Optimizing multidimensional index trees for main memory access,"['Kihong Kim', 'Sang K. Cha', 'Keunjoo Kwon']",2001,SIGMOD,5390881220f70186a0d7e2f1
Main-memory index structures with fixed-size partial keys,"['Philip Bohannon', 'Peter Mcllroy', 'Rajeev Rastogi']",2001,SIGMOD,5390881220f70186a0d7e2f3
Independence is good: dependency-based histogram synopses for high-dimensional data,"['Amol Deshpande', 'Minos Garofalakis', 'Rajeev Rastogi']",2001,SIGMOD,5390881220f70186a0d7e2f7
Efficient and tumble similar set retrieval,"['Aristides Gionis', 'Dimitrios Gunopulos', 'Nick Koudas']",2001,SIGMOD,5390881220f70186a0d7e2fb
SPARTAN: a model-based semantic compression system for massive data tables,"['Shivnath Babu', 'Minos Garofalakis', 'Rajeev Rastogi']",2001,SIGMOD,5390881220f70186a0d7e2ff
"A robust, optimization-based approach for approximate answering of aggregate queries","['Surajit Chaudhuri', 'Gautam Das', 'Vivek Narasayya']",2001,SIGMOD,5390881220f70186a0d7e300
Improving index performance through prefetching,"['Shimin Chen', 'Phillip B. Gibbons', 'Todd C. Mowry']",2001,SIGMOD,5390881220f70186a0d7e2fa
PREFER: a system for the efficient execution of multi-parametric ranked queries,"['Vagelis Hristidis', 'Nick Koudas', 'Yannis Papakonstantinou']",2001,SIGMOD,5390881220f70186a0d7e2fc
Query optimization in compressed database systems,"['Zhiyuan Chen', 'Johannes Gehrke', 'Flip Korn']",2001,SIGMOD,5390881220f70186a0d7e2fe
Materialized view selection and maintenance using multi-query optimization,"['Hoshi Mistry', 'Prasan Roy', 'S. Sudarshan', 'Krithi Ramamritham']",2001,SIGMOD,5390881220f70186a0d7e307
Adaptive precision setting for cached approximate values,"['Chris Olston', 'Boon Thau Loo', 'Jennifer Widom']",2001,SIGMOD,5390881220f70186a0d7e30e
Filtering algorithms and implementation for very fast publish/subscribe systems,"['Françoise Fabret', 'H. Arno Jacobsen', 'François Llirbat', 'Joăo Pereira', 'Kenneth A. Ross', 'Dennis Shasha']",2001,SIGMOD,5390881220f70186a0d7e2ef
Applying the golden rule of sampling for query estimation,"['Yi-Leh Wu', 'Divyakant Agrawal', 'Amr El Abbadi']",2001,SIGMOD,5390881220f70186a0d7e31c
Communication-efficient distributed mining of association rules,"['Assaf Schuster', 'Ran Wolff']",2001,SIGMOD,5390881220f70186a0d7e320
Epsilon grid order: an algorithm for the similarity join on massive high-dimensional data,"['Christian Böhm', 'Bernhard Braunmüller', 'Florian Krebs', 'Hans-Peter Kriegel']",2001,SIGMOD,5390881220f70186a0d7e312
Selectivity estimation using probabilistic models,"['Lise Getoor', 'Benjamin Taskar', 'Daphne Koller']",2001,SIGMOD,5390881220f70186a0d7e31f
Data-driven understanding and refinement of schema mappings,"['Ling Ling Yan', 'Renée J. Miller', 'Laura M. Haas', 'Ronald Fagin']",2001,SIGMOD,5390881220f70186a0d7e321
Modeling high-dimensional index structures using sampling,"['Christian A. Lang', 'Ambuj K. Singh']",2001,SIGMOD,5390881220f70186a0d7e314
STHoles: a multidimensional workload-aware histogram,"['Nicolas Bruno', 'Surajit Chaudhuri', 'Luis Gravano']",2001,SIGMOD,5390881220f70186a0d7e2f8
"Optimizing queries using materialized views: a practical, scalable solution","['Jonathan Goldstein', 'Per-Åke Larson']",2001,SIGMOD,5390881220f70186a0d7e30a
Progressive approximate aggregate queries with a multi-resolution tree structure,"['Iosif Lazaridis', 'Sharad Mehrotra']",2001,SIGMOD,5390881220f70186a0d7e316
Minimization of tree pattern queries,"['Sihem Amer-Yahia', 'SungRan Cho', 'Laks V. S. Lakshmanan', 'Divesh Srivastava']",2001,SIGMOD,5390881220f70186a0d7e322
Locally adaptive dimensionality reduction for indexing large time series databases,"['Eamonn Keogh', 'Kaushik Chakrabarti', 'Michael Pazzani', 'Sharad Mehrotra']",2001,SIGMOD,5390881220f70186a0d7e2f2
Monitoring XML data on the Web,"['Benjamin Nguyen', 'Serge Abiteboul', 'Grégory Cobena', 'Mihaí Preda']",2001,SIGMOD,5390881220f70186a0d7e31b
Proxy-server architectures for OLAP,"['Panos Kalnis', 'Dimitris Papadias']",2001,SIGMOD,5390881220f70186a0d7e310
Dynamic buffer allocation in video-on-demand systems,"['Sang-Ho Lee', 'Kyu-Young Whang', 'Yang-Sae Moon', 'Il-Yeol Song']",2001,SIGMOD,5390881220f70186a0d7e30d
Generating efficient plans for queries using views,"['Foto N. Afrati', 'Chen Li', 'Jeffrey D. Ullman']",2001,SIGMOD,5390881220f70186a0d7e309
Automatic segmentation of text into structured records,"['Vinayak Borkar', 'Kaustubh Deshmukh', 'Sunita Sarawagi']",2001,SIGMOD,5390881220f70186a0d7e2f4
On computing correlated aggregates over continual data streams,"['Johannes Gehrke', 'Flip Korn', 'Divesh Srivastava']",2001,SIGMOD,5390881220f70186a0d7e2e3
Efficient evaluation of XML middle-ware queries,"['Mary Fernandez', 'Atsuyuki Morishima', 'Dan Suciu']",2001,SIGMOD,5390881220f70186a0d7e2ec
Mining needle in a haystack: classifying rare classes via two-phase rule induction,"['Mahesh V. Joshi', 'Ramesh C. Agarwal', 'Vipin Kumar']",2001,SIGMOD,5390881220f70186a0d7e2eb
Database-friendly random projections,['Dimitris Achlioptas'],2001,SIGMOD,5390881220f70186a0d7e2b6
The challenges of delivering content on the Internet,['Tom Leighton'],2001,SIGMOD,5390881220f70186a0d7e2b0
On the complexity of join predicates,"['Jin-Yi Cai', 'Venkatesan T. Chakaravarthy', 'Raghav Kaushik', 'Jeffrey F. Naughton']",2001,SIGMOD,5390881220f70186a0d7e2a7
"Robbers, marshals, and guards: game theoretic and logical characterizations of hypertree width","['Georg Gottlob', 'Nicola Leone', 'Francesco Scarcello']",2001,SIGMOD,5390881220f70186a0d7e2a6
On XML integrity constraints in the presence of DTDs,"['Wenfei Fan', 'Leonid Libkin']",2001,SIGMOD,5390881220f70186a0d7e29c
Updating XML,"['Igor Tatarinov', 'Zachary G. Ives', 'Alon Y. Halevy', 'Daniel S. Weld']",2001,SIGMOD,5390881220f70186a0d7e318
Reconciling schemas of disparate data sources: a machine-learning approach,"['AnHai Doan', 'Pedro Domingos', 'Alon Y. Halevy']",2001,SIGMOD,5390881220f70186a0d7e323
On supporting containment queries in relational database management systems,"['Chun Zhang', 'Jeffrey Naughton', 'David DeWitt', 'Qiong Luo', 'Guy Lohman']",2001,SIGMOD,5390881220f70186a0d7e31a
OminiSearch: a method for searching dynamic content on the Web,"['David Buttler', 'Ling Liu', 'Calton Pu', 'Henrique Paques', 'Wei Han', 'Wei Tang']",2001,SIGMOD,5390881220f70186a0d7e341
VQBD: exploring semistructured data,"['Sudarshan S. Chawathe', 'Thomas Baby', 'Jihwang Yoo']",2001,SIGMOD,5390881220f70186a0d7e340
The prototype of the DARE system,"['Tiziana Catarci', 'Giuseppe Santucci']",2001,SIGMOD,5390881220f70186a0d7e349
Orthogonal optimization of subqueries and aggregation,"['César Galindo-Legaria', 'Milind Joshi']",2001,SIGMOD,5390881220f70186a0d7e333
RETINA: a real-time traffic navigation system,"['Kam-Yiu Lam', 'Edward Chan', 'Tei-Wei Kuo', 'S. W. Ng', 'Dick Hung']",2001,SIGMOD,5390881220f70186a0d7e350
